id,primary_name,count_current_type,count_backfile_type,deposits_references_current,deposits_references_backfile,references_current_type,references_backfile_type
78,Elsevier BV,2860660,17489403,TRUE,TRUE,0.770275041424007,0.684787754047408
297,Springer Science and Business Media LLC,2152634,13130561,TRUE,TRUE,0.8599594729062163,0.6586014108612724
311,Wiley,1094524,9015119,TRUE,TRUE,0.6509158319050108,0.6466025573261984
301,Informa UK Limited,952279,6018934,TRUE,TRUE,0.5631605863407678,0.5818513710235068
263,Institute of Electrical and Electronics Engineers (IEEE),819635,3787465,TRUE,TRUE,0.8304952814362491,0.820876496548483
1968,MDPI AG,560817,506052,TRUE,TRUE,0.9531487098286963,0.8996209875664951
374,Walter de Gruyter GmbH,410298,2356550,TRUE,TRUE,0.1534933146152309,0.09847276739301097
7566,ENCODE Data Coordination Center,397280,63249,FALSE,FALSE,0,0
286,Oxford University Press (OUP),372788,3999847,TRUE,TRUE,0.4462804596714487,0.1899935172520349
179,SAGE Publications,261000,2670684,TRUE,TRUE,0.801544061302682,0.4858822683627116
266,IOP Publishing,256105,856186,TRUE,TRUE,0.934944651607739,0.8301747517478679
276,Ovid Technologies (Wolters Kluwer Health),237101,2230674,TRUE,TRUE,0.6324013816896596,0.3963151944210584
316,American Chemical Society (ACS),234698,1626898,TRUE,TRUE,0.7735771076021098,0.4952578465275635
1121,JSTOR,231076,2206082,FALSE,TRUE,0,0.002105089475368549
1965,Frontiers Media SA,216265,216994,TRUE,TRUE,0.9573255034332879,0.7794040388213499
56,Cambridge University Press (CUP),189373,2197160,TRUE,TRUE,0.4779192387510363,0.3567214039942471
246,Cold Spring Harbor Laboratory,150899,106585,TRUE,TRUE,0.9819084288166257,0.8173570389829713
8761,Research Square Platform LLC,150824,82387,TRUE,TRUE,0.1559234604572217,0.04177843591828808
292,Royal Society of Chemistry (RSC),132705,643181,TRUE,TRUE,0.83684111374854,0.5546914476640324
98,Hindawi Limited,132685,332623,TRUE,TRUE,0.9078946376756981,0.8145588248557676
17262,Qeios Ltd,109250,1106,TRUE,TRUE,0.9462608695652174,0.833634719710669
194,Georg Thieme Verlag KG,106243,882997,TRUE,TRUE,0.4463541127415453,0.01955046279885436
320,Association for Computing Machinery (ACM),98810,485428,TRUE,TRUE,0.930209492966299,0.4560635150835963
239,BMJ,96740,897322,TRUE,TRUE,0.5971159809799462,0.2295809085255906
3145,Copernicus GmbH,96412,231003,TRUE,TRUE,0.09208397294942539,0.264758466340264
140,Emerald,93084,417674,TRUE,TRUE,0.6937067594860556,0.5661089749421798
242,CABI Publishing,91154,29279,TRUE,TRUE,0.195427518265792,0.004679121554697906
15934,Center for Open Science,84059,44555,FALSE,FALSE,0,0
250,EDP Sciences,80080,262550,TRUE,TRUE,0.6605394605394606,0.5134412492858503
317,AIP Publishing,78537,796059,TRUE,TRUE,0.9026573462189796,0.7372757546865245
9060,Egypts Presidential Specialized Council for Education and Scientific Research,76181,186636,TRUE,TRUE,7.875979574959637e-5,0.004141751859234017
2984,Bloomsbury Academic,67156,199339,FALSE,TRUE,0,0.002493240158724585
16,American Physical Society (APS),65209,661523,TRUE,TRUE,0.983729239828858,0.969024508596073
530,FapUNIFESP (SciELO),62693,377341,TRUE,TRUE,0.9202781809771426,0.7400494512920675
340,Public Library of Science (PLoS),61898,269538,TRUE,TRUE,0.9997415102265017,0.9140158345019997
189,SPIE-Intl Soc Optical Eng,58463,526429,TRUE,TRUE,0.3500504592648342,0.1962448877246504
1963,Organisation for Economic Co-Operation and Development (OECD),56522,386329,FALSE,FALSE,0,0
219,World Scientific Pub Co Pte Ltd,56139,385026,TRUE,TRUE,0.4468907533087515,0.3467142478689751
50,Brill,53814,505122,TRUE,TRUE,0.06830936187609173,0.02699347880314063
3821,Nomos Verlag,51407,204355,TRUE,TRUE,5.057676970062443e-4,0.001962271537275819
378,Inderscience Publishers,50601,125940,FALSE,TRUE,0,0.01753215817055741
147,Project Muse,49472,386849,TRUE,TRUE,0.001091526520051746,0.01046920116117658
285,Optica Publishing Group,46708,292405,TRUE,TRUE,0.9633039308041449,0.8218737709683487
137,Pleiades Publishing Ltd,45623,265473,TRUE,TRUE,0.9848979681301098,0.9254236777374724
2273,CAIRN,43034,410124,TRUE,TRUE,0.2511270158479342,0.2475617130428846
2581,Medknow,40886,186153,TRUE,TRUE,0.8625935528053612,0.7049308901817322
2399,OpenEdition,40741,443391,TRUE,TRUE,0.2876463513414006,0.203526909657616
9818,Atena Editora,37279,19537,FALSE,FALSE,0,0
15,American Psychological Association (APA),36557,633302,TRUE,TRUE,0.006264190168777526,0.03309795326716164
2258,Pensoft Publishers,35098,60554,TRUE,TRUE,0.1268733261154482,0.2030088846318988
2432,IGI Global,35034,126677,TRUE,TRUE,0.8339898384426557,0.6496443711170931
33,ASME International,31654,284186,TRUE,TRUE,0.3291527137170658,0.2080010978725201
278,Mary Ann Liebert Inc,29727,169356,TRUE,TRUE,0.8757022235678003,0.8308002078461938
17106,The Russian Academy of Sciences,29298,9995,TRUE,TRUE,0.005802443852822718,0.01540770385192596
11875,Even3,29170,7636,TRUE,TRUE,2.056907781967775e-4,0.0107386066003143
4694,Sciencedomain International,28391,40271,TRUE,FALSE,6.340037335775422e-4,0
