id,primary_name,count_current_type,count_backfile_type,deposits_references_current,deposits_references_backfile,references_current_type,references_backfile_type
78,Elsevier BV,2717474,16261789,TRUE,TRUE,0.7752574633648749,0.6940807681122907
297,Springer Science and Business Media LLC,1290035,7896289,TRUE,TRUE,0.9218486320138601,0.6938849375953692
311,Wiley,823996,7941710,TRUE,TRUE,0.795677406201001,0.6838951560809952
1968,MDPI AG,538084,470692,TRUE,TRUE,0.98717858178277,0.9667999456119926
301,Informa UK Limited,471031,4253273,TRUE,TRUE,0.8881623502487097,0.6418094958870498
286,Oxford University Press (OUP),274183,2895306,TRUE,TRUE,0.5538016580167261,0.2493840029344049
263,Institute of Electrical and Electronics Engineers (IEEE),259536,1113473,TRUE,TRUE,0.766521792737809,0.702784890158989
266,IOP Publishing,250179,851174,TRUE,TRUE,0.9570907230423017,0.835063101081565
179,SAGE Publications,240196,2432076,TRUE,TRUE,0.8709678762344086,0.5335515830919757
276,Ovid Technologies (Wolters Kluwer Health),237085,2229768,TRUE,TRUE,0.6324440601472046,0.3964762253292719
1965,Frontiers Media SA,211715,213516,TRUE,TRUE,0.977899534751907,0.7920998894696416
316,American Chemical Society (ACS),201004,1578823,TRUE,TRUE,0.8968179737716662,0.5075103415645706
292,Royal Society of Chemistry (RSC),128612,623646,TRUE,TRUE,0.8634730818275121,0.5720665249195858
98,Hindawi Limited,121790,326632,TRUE,TRUE,0.9891124066015272,0.8294992529819492
56,Cambridge University Press (CUP),96458,1594814,TRUE,TRUE,0.6739306226544195,0.4106986770871086
242,CABI Publishing,86067,8323,TRUE,TRUE,0.2003322992552314,0.01646041090952781
374,Walter de Gruyter GmbH,84342,802143,TRUE,TRUE,0.7466979677977758,0.2804275546878798
9060,Egypts Presidential Specialized Council for Education and Scientific Research,76141,186613,TRUE,TRUE,7.88011715107498e-5,0.004142262328991013
239,BMJ,74121,858491,TRUE,TRUE,0.7793068091364121,0.2399617468325236
194,Georg Thieme Verlag KG,68745,627409,TRUE,TRUE,0.6610517128518438,0.02621256628451297
16,American Physical Society (APS),64916,660857,TRUE,TRUE,0.9881693265142646,0.9700010743625322
340,Public Library of Science (PLoS),61898,269538,TRUE,TRUE,0.9997415102265017,0.9140158345019997
140,Emerald,57683,354989,TRUE,TRUE,0.9768215938838133,0.6067061232883272
530,FapUNIFESP (SciELO),57640,367734,TRUE,TRUE,0.9754684247050659,0.7504255793589932
250,EDP Sciences,54732,254969,TRUE,TRUE,0.9661806621354966,0.5252364012879998
378,Inderscience Publishers,50601,125940,FALSE,TRUE,0,0.01753215817055741
147,Project Muse,48968,382803,TRUE,TRUE,0.001102760986766868,0.01057985438985588
137,Pleiades Publishing Ltd,45623,265460,TRUE,TRUE,0.9848979681301098,0.925468997212386
317,AIP Publishing,43501,608571,TRUE,TRUE,0.9304613687041677,0.8847562568706034
2581,Medknow,40886,186076,TRUE,TRUE,0.8625935528053612,0.7052225972183409
2273,CAIRN,34062,320047,TRUE,TRUE,0.2475485878691797,0.2381743931360081
219,World Scientific Pub Co Pte Ltd,30414,165670,TRUE,TRUE,0.824883277438022,0.8006096456811734
278,Mary Ann Liebert Inc,29727,168036,TRUE,TRUE,0.8757022235678003,0.8373265252683949
17106,The Russian Academy of Sciences,29230,9712,TRUE,TRUE,0.005815942524803284,0.01585667215815486
285,Optica Publishing Group,29103,187721,TRUE,TRUE,0.9556746727141532,0.8733652601467071
2399,OpenEdition,27108,259857,TRUE,TRUE,0.3735428655747381,0.2863382552711684
19099,"Research, Society and Development",26428,909,FALSE,FALSE,0,0
13,American Geophysical Union (AGU),25011,223228,TRUE,TRUE,0.9093998640598137,0.8460139409034709
233,American Society of Clinical Oncology (ASCO),24895,119483,TRUE,TRUE,0.1826471178951597,0.1954503988015031
17914,Publishing House Helvetica (Publications),24830,5985,TRUE,TRUE,0.2254530809504631,0.2793650793650794
15,American Psychological Association (APA),24730,212838,TRUE,TRUE,0.009260008087343308,0.09848335353649254
77,The Electrochemical Society,24214,153556,TRUE,TRUE,0.2523333608656149,0.1728359686368491
10,American Medical Association (AMA),23919,603016,TRUE,TRUE,0.8626196747355659,0.01742573994719875
965,Bentham Science Publishers Ltd.,22802,127906,TRUE,TRUE,0.4835540742040172,0.1439729176113709
50,Brill,22453,216637,TRUE,TRUE,0.163719770186612,0.06224698458712039
234,American Society of Hematology,20878,152691,TRUE,TRUE,0.21989654181435,0.2387043113215579
4492,"Cureus, Inc.",20876,12423,TRUE,TRUE,0.9929584211534777,0.3114384609192627
28402,VDI Verlag GmbH,20534,0,FALSE,FALSE,0,0
221,American Association for the Advancement of Science (AAAS),20263,384726,TRUE,TRUE,0.6882988698613236,0.3476656113701699
4945,Hans Publishers,19832,29798,TRUE,TRUE,0.9999495764421138,0.9334519095241292
1086,American Association for Cancer Research (AACR),19715,154954,TRUE,TRUE,0.2353030687293939,0.3094466744969475
235,American Society for Microbiology,19566,263124,TRUE,TRUE,0.9473065521823572,0.648245694045393
127,S. Karger AG,19545,343728,TRUE,TRUE,0.7321565617805065,0.2769689987431923
4694,Sciencedomain International,19246,39932,TRUE,FALSE,9.352592746544737e-4,0
30764,South Florida Publishing LLC,18596,296,TRUE,TRUE,0.02064960206496021,0.0777027027027027
27842,"Chongqing VIP Information Co.,Ltd.",17987,5,FALSE,FALSE,0,0
8611,AME Publishing Company,16762,33978,FALSE,TRUE,0,0.001706986873859556
320,Association for Computing Machinery (ACM),16594,119641,TRUE,TRUE,0.9008677835362179,0.7232219724007656
265,Institution of Engineering and Technology (IET),16284,186753,TRUE,TRUE,0.9054900515843773,0.6196526963422274
200,University of Chicago Press,16135,463456,TRUE,TRUE,0.5321351100092966,0.1263485638334599
2751,"Scientific Research Publishing, Inc.",15838,95038,TRUE,TRUE,0.9072483899482258,0.9505776636713736
30,American Society of Civil Engineers (ASCE),15230,123559,TRUE,TRUE,0.9424819435325016,0.5912074393609531
7437,IOS Press,14400,80443,TRUE,TRUE,0.9254166666666667,0.3364867048717726
124,Japan Society of Mechanical Engineers,13074,309674,TRUE,TRUE,0.1226097598286676,0.05597176385489256
28750,CMV Verlag,12592,7044,TRUE,TRUE,0.3726175349428208,0.4757240204429302
341,Proceedings of the National Academy of Sciences,12475,143764,TRUE,TRUE,0.9085370741482967,0.5665048273559445
