id,primary_name,count_current_type,count_backfile_type,deposits_references_current,deposits_references_backfile,references_current_type,references_backfile_type
78,Elsevier BV,3368880,21561066,TRUE,TRUE,0.7415538695352758,0.6973179340947243
297,Springer Science and Business Media LLC,2278506,16325846,TRUE,TRUE,0.8704975979874532,0.7042248224073656
311,Wiley,1013829,11030368,TRUE,TRUE,0.6686058497044373,0.6486441794145037
263,Institute of Electrical and Electronics Engineers (IEEE),992868,5065631,TRUE,TRUE,0.8631328635830745,0.8313945488725886
301,Informa UK Limited,823220,7378573,TRUE,TRUE,0.4341767692718836,0.5672916700830906
1968,MDPI AG,702964,1405775,TRUE,TRUE,0.8831078120643447,0.9232202877416372
286,Oxford University Press (OUP),496995,7028063,TRUE,TRUE,0.3951468324631033,0.1999481222635597
374,Walter de Gruyter GmbH,335047,4458756,TRUE,TRUE,0.2328449441421651,0.0949065165261342
276,Ovid Technologies (Wolters Kluwer Health),270598,2682988,TRUE,TRUE,0.6520521215973512,0.4349501376823154
179,SAGE Publications,262504,3447353,TRUE,TRUE,0.8074238868741048,0.5409132746196865
1121,JSTOR,260468,2929580,FALSE,TRUE,0,0.001442527597812656
292,Royal Society of Chemistry (RSC),253845,830129,TRUE,TRUE,0.400835155311312,0.6101051764243871
316,American Chemical Society (ACS),234734,1956796,TRUE,TRUE,0.8280393977864307,0.5336499052532814
1965,Frontiers Media SA,209636,581780,TRUE,TRUE,0.94345436852449,0.8059558596032865
3145,Copernicus GmbH,159745,375909,TRUE,TRUE,0.07189583398541426,0.1970476897334195
54368,openRxiv,149521,268492,TRUE,TRUE,0.9473050608275762,0.9845284030809112
56,Cambridge University Press (CUP),136391,2404006,TRUE,TRUE,0.4342002038257656,0.3665519137639424
266,IOP Publishing,131974,1146132,TRUE,TRUE,0.850682710230803,0.8721892417278289
9060,Egyptian Knowledge Bank,130512,345363,TRUE,TRUE,0.002107085938457766,0.01204240176278293
1086,American Association for Cancer Research (AACR),115383,453153,TRUE,TRUE,0.04027456384389381,0.1211158262220486
10523,Schwabe Verlagsgruppe AG,113228,6637,FALSE,FALSE,0,0
320,Association for Computing Machinery (ACM),106252,648151,TRUE,TRUE,0.954316154048865,0.7517615493920398
5303,Electronic Enlightenment Project,92309,248,FALSE,FALSE,0,0
317,AIP Publishing,90221,923411,TRUE,TRUE,0.9454229059753273,0.7718394084540903
2984,Bloomsbury Academic,89080,687384,FALSE,TRUE,0,0.01557353677129523
140,Emerald,88412,658400,TRUE,TRUE,0.7879360267836945,0.5759158566221142
3821,Nomos Verlag,87945,455450,FALSE,TRUE,0,0.001187836205950159
33940,"ResearchHub Technologies, Inc.",82107,207,FALSE,FALSE,0,0
194,Georg Thieme Verlag KG,81319,1023502,TRUE,TRUE,0.505982611689765,0.0789905637702711
2273,CAIRN.INFO,78962,687113,TRUE,TRUE,0.2169018008662395,0.2118108666260135
189,SPIE-Intl Soc Optical Eng,76438,613378,TRUE,TRUE,0.342068081320809,0.2318162699020832
30764,Brazilian Journals,70564,43460,TRUE,TRUE,0.3894195340400204,0.1745052922227335
239,BMJ,69883,937760,TRUE,TRUE,0.6492279953636793,0.3506472871523631
