id,primary_name,count_current_type,count_backfile_type,deposits_references_current,deposits_references_backfile,references_current_type,references_backfile_type
78,Elsevier BV,2279668,17096622,TRUE,TRUE,0.800919695324056,0.6994414452164878
297,Springer Science and Business Media LLC,1077823,8300466,TRUE,TRUE,0.9240645263647185,0.7043400936766683
1968,MDPI AG,676294,470472,TRUE,TRUE,0.9942037043061154,0.9666271319015797
311,Wiley,628371,8088111,TRUE,TRUE,0.8015248953245774,0.6867874340498047
301,Informa UK Limited,366223,4417944,TRUE,TRUE,0.893564849831933,0.6519971733457915
1965,Frontiers Media SA,257353,214841,TRUE,TRUE,0.9741638916196819,0.7873404052299142
286,Oxford University Press (OUP),221778,3111065,TRUE,TRUE,0.5730099468838208,0.272379072761257
263,Institute of Electrical and Electronics Engineers (IEEE),218974,1189076,TRUE,TRUE,0.7521897576881273,0.7107771076028782
276,Ovid Technologies (Wolters Kluwer Health),191629,2376257,TRUE,TRUE,0.6179231744673301,0.4112518132508395
179,SAGE Publications,190728,2533176,TRUE,TRUE,0.8798550815821484,0.5421980154556967
266,IOP Publishing,169848,942640,TRUE,TRUE,0.9523632895294616,0.853425485869473
316,American Chemical Society (ACS),166139,1644787,TRUE,TRUE,0.8863421592762687,0.5142763166294481
98,Hindawi Limited,103891,385075,TRUE,TRUE,0.9903071488386866,0.8455028241251704
292,Royal Society of Chemistry (RSC),102892,666252,TRUE,TRUE,0.8627687283753839,0.5913107953146857
9060,Egypts Presidential Specialized Council for Education and Scientific Research,94484,190001,TRUE,TRUE,6.350281529147791e-5,0.004068399640001895
242,CABI Publishing,84600,10281,TRUE,TRUE,0.20589834515366429,0.0217877638362027
56,Cambridge University Press (CUP),71390,1583134,TRUE,TRUE,0.6553018630060233,0.4196296712722991
374,Walter de Gruyter GmbH,65094,826217,TRUE,TRUE,0.7548007496850708,0.2944129689899869
239,BMJ,55683,853546,TRUE,TRUE,0.7974785841280103,0.2513643084262594
194,Georg Thieme Verlag KG,53662,651026,TRUE,TRUE,0.7718310909023145,0.04319489544196392
16,American Physical Society (APS),50598,683516,TRUE,TRUE,0.9903751136408554,0.9704586286202518
2581,Medknow,50370,188535,TRUE,TRUE,0.8032559062934286,0.684010926353197
340,Public Library of Science (PLoS),49727,289964,TRUE,TRUE,0.9996983530074205,0.9200521444041329
530,FapUNIFESP (SciELO),46558,388175,TRUE,TRUE,0.9684694359723356,0.7571636504154055
140,Emerald,46149,373672,TRUE,TRUE,0.9792628225963727,0.6252515575156822
250,EDP Sciences,43308,273917,TRUE,TRUE,0.9640020319571442,0.5562560921739067
2273,CAIRN,41624,320785,TRUE,TRUE,0.2372429367672497,0.2350982745452562
378,Inderscience Publishers,39476,143664,FALSE,TRUE,0,0.01536919478783829
147,Project MUSE,37610,411516,TRUE,TRUE,0.001675086413187982,0.01492287055667337
137,Pleiades Publishing Ltd,35518,282240,TRUE,TRUE,0.9840081085646714,0.9289434523809524
317,AIP Publishing,35473,622728,TRUE,TRUE,0.938685761001325,0.8858923960380776
2399,OpenEdition,33326,262445,TRUE,TRUE,0.3672808017763908,0.2872449465602317
1086,American Association for Cancer Research (AACR),28365,154954,TRUE,TRUE,0.1926670192138198,0.3094466744969475
965,Bentham Science Publishers Ltd.,26547,127979,TRUE,TRUE,0.5114325535842091,0.1438907945834864
