id,primary_name,count_current_type,count_backfile_type,deposits_references_current,deposits_references_backfile,references_current_type,references_backfile_type
78,Elsevier BV,2982349,18156777,TRUE,TRUE,0.7952476386901735,0.7019129000703153
297,Springer Science and Business Media LLC,1442271,8751305,TRUE,TRUE,0.928797015262735,0.7129092175395555
311,Wiley,834158,8633525,TRUE,TRUE,0.8208828543273576,0.693742243174138
1968,MDPI AG,825447,709898,TRUE,TRUE,0.9968356538941932,0.9825270672688189
301,Informa UK Limited,446038,4657233,TRUE,TRUE,0.8926728215981597,0.6528047877355503
263,Institute of Electrical and Electronics Engineers (IEEE),295027,1273958,TRUE,TRUE,0.8047602422829097,0.7207168525179009
1965,Frontiers Media SA,291099,352331,TRUE,TRUE,0.965516886007853,0.7310341695734976
286,Oxford University Press (OUP),287752,3385719,TRUE,TRUE,0.5618935750229364,0.3023969207131484
276,Ovid Technologies (Wolters Kluwer Health),264312,2513932,TRUE,TRUE,0.5628953660825086,0.4158600948633455
179,SAGE Publications,258396,2739602,TRUE,TRUE,0.8814532732704841,0.561066534482016
316,American Chemical Society (ACS),221632,1714232,TRUE,TRUE,0.9045805659832515,0.5287504841818377
266,IOP Publishing,145185,1036066,TRUE,TRUE,0.9562420360230051,0.8725361125642574
292,Royal Society of Chemistry (RSC),129638,707864,TRUE,TRUE,0.8642527653928632,0.6075715109117006
9060,Egyptian Knowledge Bank,90519,285748,TRUE,TRUE,0.006120262044432661,0.01082072315466775
374,Walter de Gruyter GmbH,86290,878576,TRUE,TRUE,0.7734268165488469,0.2997077088379378
56,Cambridge University Press (CUP),84865,1646469,TRUE,TRUE,0.5858834619690096,0.422519950269334
2581,Medknow,72276,215897,TRUE,TRUE,0.910938624162931,0.6799168121835875
2273,CAIRN.INFO,64635,405450,TRUE,TRUE,0.2366055542662644,0.2450166481687014
16,American Physical Society (APS),64139,705070,TRUE,TRUE,0.9912221893075976,0.9709489837888436
194,Georg Thieme Verlag KG,63699,675305,TRUE,TRUE,0.7648942683558612,0.06587393844262963
340,Public Library of Science (PLoS),62774,310955,TRUE,TRUE,0.9997291872431261,0.9249569873454359
250,EDP Sciences,60385,305718,TRUE,TRUE,0.9651734702326737,0.5931413917401004
140,Emerald,59864,401882,TRUE,TRUE,0.9742416143258052,0.6402650529259832
530,FapUNIFESP (SciELO),57438,407758,TRUE,TRUE,0.9667119328667433,0.7640414167226639
98,Hindawi Limited,56388,334410,TRUE,TRUE,0.9931368376250266,0.9114141323525013
239,BMJ,54972,825511,TRUE,TRUE,0.9217419777341193,0.3083484048062352
4945,Hans Publishers,54796,37709,TRUE,TRUE,0.9993247682312578,0.9457689145827256
317,AIP Publishing,49196,639949,TRUE,TRUE,0.9546914383283194,0.8981450084303593
30764,Brazilian Journals,48439,20127,TRUE,TRUE,0.410722764714383,0.02618373329358573
137,Pleiades Publishing Ltd,48247,298847,TRUE,TRUE,0.9815947105519514,0.930974712812911
147,Project MUSE,47137,462770,TRUE,TRUE,0.00033943611175933977,0.015325107504808
378,Inderscience Publishers,46603,161533,FALSE,TRUE,0,0.01366903357208744
2399,OpenEdition,41764,287311,TRUE,TRUE,0.4619528780768126,0.3670482508501241
1086,American Association for Cancer Research (AACR),38194,163684,TRUE,TRUE,0.155966905796722,0.3090100437428215
17914,Publishing House Helvetica (Publications),34601,47988,TRUE,TRUE,0.1414120979162452,0.1959448195382179
219,World Scientific Pub Co Pte Ltd,31843,188019,TRUE,TRUE,0.7967214144395943,0.8035198570357251
4694,Sciencedomain International,31608,51707,TRUE,TRUE,0.00262591748924323,1.740576711083606e-4
23359,Omniscient Pte Ltd,31176,12130,FALSE,FALSE,0,0
965,Bentham Science Publishers Ltd.,29651,139849,TRUE,TRUE,0.7411891673130754,0.1663150969974758
285,Optica Publishing Group,28355,207120,TRUE,TRUE,0.956374537118674,0.8817352259559676
233,American Society of Clinical Oncology (ASCO),28214,140033,TRUE,TRUE,0.1695257673495428,0.187270143466183
278,Mary Ann Liebert Inc,27481,191002,TRUE,TRUE,0.8774062079254757,0.8298133003842892
234,American Society of Hematology,27209,165234,TRUE,TRUE,0.1739497960233746,0.2387038987133399
77,The Electrochemical Society,25356,169078,TRUE,TRUE,0.2158463480044171,0.1809283289369403
15,American Psychological Association (APA),24830,279208,TRUE,TRUE,9.262988320579944e-4,0.07632302799346724
10,American Medical Association (AMA),24347,620362,TRUE,TRUE,0.8598184581262579,0.03900303371257427
2751,"Scientific Research Publishing, Inc.",24008,103337,TRUE,TRUE,0.9036987670776409,0.9449567918557729
13,American Geophysical Union (AGU),23340,240209,TRUE,TRUE,0.932133676092545,0.8482321644900899
50,Brill,22663,244335,TRUE,TRUE,0.4470723205224375,0.07862156465508421
32412,Darcy & Roy Press Co. Ltd.,22458,3631,TRUE,TRUE,0.4109894024401104,0.9270173505921234
17106,The Russian Academy of Sciences,21018,43794,TRUE,TRUE,0.8868588828623085,0.00751244462711787
235,American Society for Microbiology,20042,282579,TRUE,TRUE,0.9638758606925457,0.6448037539944582
265,Institution of Engineering and Technology (IET),19885,200470,TRUE,TRUE,0.5213980387226553,0.6322242729585474
320,Association for Computing Machinery (ACM),19523,130781,TRUE,TRUE,0.923782205603647,0.7311689006812916
5130,Mark Allen Group,19200,239108,TRUE,TRUE,0.4411458333333333,0.2781588236278167
32523,EWA Publishing,19028,152,FALSE,FALSE,0,0
221,American Association for the Advancement of Science (AAAS),17681,406095,TRUE,TRUE,0.8511961993099938,0.349386227360593
127,S. Karger AG,17350,361874,TRUE,TRUE,0.6149279538904899,0.2936602242769583
3145,Copernicus GmbH,17136,75383,TRUE,TRUE,0.7166199813258637,0.6159611583513523
2208,American Astronomical Society,17132,162462,TRUE,TRUE,0.9554050898902638,0.5760793293200872
200,University of Chicago Press,15838,490855,TRUE,TRUE,0.5311908069200657,0.1339214228234407
2321,American Institute of Mathematical Sciences (AIMS),15661,25969,TRUE,TRUE,0.7684694463955049,0.623012052832223
29645,Ukrainian Assembly of Doctors of Science in Public Administration,14777,3034,FALSE,FALSE,0,0
2895,African Journals Online (AJOL),14621,69736,FALSE,TRUE,0,0.001218882643111162
19162,Comprehensive Publications,14198,12062,FALSE,FALSE,0,0
3433,Academy of Management,14074,60509,TRUE,TRUE,0.06224243285490976,0.134029648482044
