id,primary_name,count_current_type,count_backfile_type,deposits_references_current,deposits_references_backfile,references_current_type,references_backfile_type
78,Elsevier BV,2191607,18358757,TRUE,TRUE,0.7594080508047291,0.6893081595883643
297,Springer Science and Business Media LLC,1573484,13833529,TRUE,TRUE,0.8612257893947444,0.6700496308642574
311,Wiley,746907,9243384,TRUE,TRUE,0.6487621618220207,0.6462523898174088
301,Informa UK Limited,651223,6356211,TRUE,TRUE,0.4938400517180751,0.5866139434326519
1968,MDPI AG,625358,505601,TRUE,TRUE,0.9583038835355109,0.899539360088291
263,Institute of Electrical and Electronics Engineers (IEEE),615665,4045227,TRUE,TRUE,0.8201765570561913,0.8241680874769203
7566,ENCODE Data Coordination Center,397927,63249,FALSE,FALSE,0,0
286,Oxford University Press (OUP),267599,4258197,TRUE,TRUE,0.4829876045874611,0.2085957977049911
1121,JSTOR,250791,2185452,FALSE,TRUE,0,0.002118554880180393
374,Walter de Gruyter GmbH,240853,2564514,TRUE,TRUE,0.1827421705355549,0.09885654747839162
1965,Frontiers Media SA,237363,217639,TRUE,TRUE,0.9558692803848957,0.7770941788925698
179,SAGE Publications,184965,2775245,TRUE,TRUE,0.8113534993106803,0.4936598390412378
276,Ovid Technologies (Wolters Kluwer Health),171597,2375507,TRUE,TRUE,0.6314038124209631,0.411480580777072
316,American Chemical Society (ACS),164704,1709811,TRUE,TRUE,0.804163833300952,0.5062115052482409
8761,Research Square Platform LLC,163894,82387,TRUE,TRUE,0.2036255140517652,0.04177843591828808
266,IOP Publishing,163834,955011,TRUE,TRUE,0.9262363123649549,0.843759914807264
56,Cambridge University Press (CUP),134197,2213412,TRUE,TRUE,0.4022444615006297,0.3643677724707375
3145,Copernicus GmbH,118148,231000,TRUE,TRUE,0.08106781325117648,0.2647619047619048
246,Cold Spring Harbor Laboratory,104978,160222,TRUE,TRUE,0.9837013469488844,0.8710851193968369
98,Hindawi Limited,103415,393058,TRUE,TRUE,0.9393318184015857,0.8166453805799653
292,Royal Society of Chemistry (RSC),95831,697578,TRUE,TRUE,0.8442988177103443,0.5721094988660766
242,CABI Publishing,87770,32993,TRUE,TRUE,0.2047282670616384,0.006789318946443185
9060,Egypts Presidential Specialized Council for Education and Scientific Research,84101,186714,TRUE,TRUE,7.134279021652538e-5,0.004140021637370524
2984,Bloomsbury Academic,73207,204148,FALSE,TRUE,0,0.002434508297901522
194,Georg Thieme Verlag KG,72467,920682,TRUE,TRUE,0.54038389887811,0.03060340052265603
239,BMJ,70148,896157,TRUE,TRUE,0.5769800992187945,0.2388543525297465
320,Association for Computing Machinery (ACM),69605,528600,TRUE,TRUE,0.9336685582932261,0.7194230041619372
140,Emerald,67460,447526,TRUE,TRUE,0.6978357545211977,0.5738839754561746
15934,Center for Open Science,61906,71388,FALSE,FALSE,0,0
1963,Organisation for Economic Co-Operation and Development (OECD),60114,386339,FALSE,FALSE,0,0
317,AIP Publishing,58330,821964,TRUE,TRUE,0.8950282873307046,0.7431043208705004
3821,Nomos Verlag,54646,204588,TRUE,TRUE,4.757896277861143e-4,0.00196003675679903
