id,primary_name,count_current_type,count_backfile_type,deposits_references_current,deposits_references_backfile,references_current_type,references_backfile_type
78,Elsevier BV,2261653,20040910,TRUE,TRUE,0.8059755408986259,0.7082403942735135
297,Springer Science and Business Media LLC,1122937,9686389,TRUE,TRUE,0.938472060320392,0.7571900116751454
311,Wiley,615448,9387411,TRUE,TRUE,0.8488775656107421,0.707488358611336
1968,MDPI AG,509398,1298977,TRUE,TRUE,0.9953965268807494,0.9876318056439798
301,Informa UK Limited,322845,4945926,TRUE,TRUE,0.89736560888352,0.6679994807847914
263,Institute of Electrical and Electronics Engineers (IEEE),237320,1443650,TRUE,TRUE,0.8168127422888926,0.7380985695978942
276,Ovid Technologies (Wolters Kluwer Health),215802,2686257,TRUE,TRUE,0.6214724608669058,0.4307361507108218
286,Oxford University Press (OUP),208366,3696262,TRUE,TRUE,0.556938272078938,0.3275687708284748
179,SAGE Publications,191192,3063311,TRUE,TRUE,0.8964967153437382,0.588946078279352
316,American Chemical Society (ACS),170413,1854979,TRUE,TRUE,0.929189674496664,0.5564709896985357
1965,Frontiers Media SA,158229,570488,TRUE,TRUE,0.9613598013006465,0.8219331519681397
9060,Egyptian Knowledge Bank,105080,342329,TRUE,TRUE,0.002617053673391702,0.01214913139114711
266,IOP Publishing,97304,1129505,TRUE,TRUE,0.9504336923456383,0.8805441321640896
292,Royal Society of Chemistry (RSC),94921,789160,TRUE,TRUE,0.8653195815467599,0.6344733640833291
374,Walter de Gruyter GmbH,77678,1305788,TRUE,TRUE,0.7117587991451891,0.2672470569495201
30764,Brazilian Journals,59948,39900,TRUE,TRUE,0.4252018415960499,0.1900751879699248
56,Cambridge University Press (CUP),55729,1664816,TRUE,TRUE,0.5778499524484559,0.433425075203506
4945,Hans Publishers,53459,68749,TRUE,TRUE,0.9991956452608541,0.9786469621376311
2273,CAIRN.INFO,50504,488374,TRUE,TRUE,0.1972121020117218,0.2275940160614611
16,American Physical Society (APS),49754,746426,TRUE,TRUE,0.9431804478031917,0.9720213390208808
194,Georg Thieme Verlag KG,48521,729824,TRUE,TRUE,0.6586014303085262,0.1053171723593634
340,Public Library of Science (PLoS),48183,351270,TRUE,TRUE,0.9997301952970965,0.9335326102428331
140,Emerald,48181,488324,TRUE,TRUE,0.9609182042713933,0.6469372793473186
250,EDP Sciences,44263,339606,TRUE,TRUE,0.959017689718275,0.6299240885025588
317,AIP Publishing,40895,671749,TRUE,TRUE,0.9552023474752415,0.9011580218206503
17914,Publishing House Helvetica (Publications),40275,65403,TRUE,TRUE,0.1648665425201738,0.176918489977524
23359,Omniscient Pte Ltd,40242,25841,FALSE,FALSE,0,0
239,BMJ,39194,875462,TRUE,TRUE,0.9542532020207175,0.3754326287148957
530,FapUNIFESP (SciELO),36588,448535,TRUE,TRUE,0.9574177325899202,0.7811140713656682
137,Pleiades Publishing Ltd,32465,333350,TRUE,TRUE,0.9835515170183274,0.936217189140543
4694,Sciencedomain International,29722,70698,TRUE,TRUE,0.001514030011439338,6.647995700019803e-4
147,Project MUSE,29583,499045,FALSE,TRUE,0,0.01389654239597631
378,Inderscience Publishers,28977,161493,FALSE,TRUE,0,0.01367241923798555
19162,Comprehensive Publications,28432,15785,FALSE,FALSE,0,0
1086,American Association for Cancer Research (AACR),28258,187412,TRUE,TRUE,0.1324934531814,0.2928521119245299
2399,OpenEdition,26373,321113,TRUE,TRUE,0.4666135820725742,0.3774403403163372
29645,Ukrainian Assembly of Doctors of Science in Public Administration,25200,8056,FALSE,FALSE,0,0
219,World Scientific Pub Co Pte Ltd,23114,207630,TRUE,TRUE,0.7206454962360473,0.8191253672398016
32523,EWA Publishing,22224,9148,FALSE,FALSE,0,0
23064,International Journal for Multidisciplinary Research (IJFMR),21688,5868,FALSE,FALSE,0,0
233,American Society of Clinical Oncology (ASCO),20675,153995,TRUE,TRUE,0.1689963724304716,0.1895970648397675
234,American Society of Hematology,20125,182469,TRUE,TRUE,0.1641739130434783,0.2335136379330188
965,Bentham Science Publishers Ltd.,20012,151131,TRUE,TRUE,0.7091744953028183,0.247129973334392
285,Optica Publishing Group,19809,225515,TRUE,TRUE,0.9535059821293352,0.8897501274859765
27665,RSIS International,18876,2908,TRUE,FALSE,0.08179699088789998,0
32412,Darcy & Roy Press Co. Ltd.,18728,14652,TRUE,TRUE,0.2356898761213157,0.7808490308490308
14667,Universitas Pahlawan Tuanku Tambusai,18222,14560,TRUE,TRUE,0.0117440456590934,0.07616758241758242
15,American Psychological Association (APA),17923,293590,TRUE,TRUE,0.001339061541036657,0.07278517660683266
13,American Geophysical Union (AGU),17520,255483,TRUE,TRUE,0.9361301369863014,0.8531800550330159
2751,"Scientific Research Publishing, Inc.",17042,119135,TRUE,TRUE,0.8946719868560028,0.9398245687665254
10,American Medical Association (AMA),16803,578362,TRUE,TRUE,0.8728798428851992,0.07586598013009153
12033,GSC Online Press,16292,10701,TRUE,TRUE,1.227596366314756e-4,6.541444724792076e-4
77,The Electrochemical Society,16208,185419,TRUE,TRUE,0.1972482724580454,0.1855203619909502
2581,Medknow,16151,244463,TRUE,TRUE,0.9428518357996409,0.7152697954291651
30593,Science Research Society,15920,3843,TRUE,TRUE,0.004082914572864322,0.02914389799635701
320,Association for Computing Machinery (ACM),15898,142276,TRUE,TRUE,0.9413762737451252,0.7468301048665973
33635,Edtech Publishers (OPC) Private Limited,15681,3501,FALSE,FALSE,0,0
265,Institution of Engineering and Technology (IET),15248,214866,TRUE,TRUE,0.4343520461699895,0.6224437556430519
235,American Society for Microbiology,13910,288225,TRUE,TRUE,0.9736161035226456,0.6759961835371671
221,American Association for the Advancement of Science (AAAS),13599,417191,TRUE,TRUE,0.8563129641885433,0.3633371764970961
11853,Universitas Mataram,13586,17632,TRUE,TRUE,0.01199764463418225,0.004820780399274047
39909,Asosiasi Riset Ilmu Manajemen dan Bisnis Indonesia,13530,1849,FALSE,FALSE,0,0
8611,AME Publishing Company,13483,55889,TRUE,TRUE,0.006971742193873767,0.003542736495553687
2208,American Astronomical Society,13031,173502,TRUE,TRUE,0.9856496047885811,0.5992668672407234
28402,VDI Verlag GmbH,12970,27515,FALSE,FALSE,0,0
31492,Green Publication,12887,6856,FALSE,TRUE,0,0.01064760793465578
3145,Copernicus GmbH,12542,86845,TRUE,TRUE,0.7344123744219423,0.627543324313432
50446,Revista ft Ltda,12428,178,FALSE,FALSE,0,0
2895,African Journals Online (AJOL),11839,76619,FALSE,TRUE,0,0.00110938540048813
3433,Academy of Management,11753,66038,TRUE,TRUE,0.05598570577724836,0.08216481419788607
127,S. Karger AG,11700,376147,TRUE,TRUE,0.708119658119658,0.3007733678588424
1010,JMIR Publications Inc.,11700,25846,TRUE,TRUE,0.9831623931623932,0.9517526890041011
34520,Politeknik Pratama Purwokerto,11592,10977,FALSE,FALSE,0,0
1670,Nepal Journals Online (JOL),11550,34050,FALSE,TRUE,0,2.936857562408223e-5
5130,Mark Allen Group,11018,173059,TRUE,TRUE,0.4911054637865311,0.4064220872650368
